text1,text2,human
"and for the altar of incense refined gold by weight ; and gold for the pattern of the chariot , even the cherubim , that spread out their wings , and covered the ark of the covenant of Jehovah .",So that all men may give honour to the Son even as they give honour to the Father . He who gives no honour to the Son gives no honour to the Father who sent him .,1.6666666666666667
The whole congregation of the children of Israel murmured against Moses and against Aaron in the wilderness ;,"And having said these things , he went on before , going up to Jerusalem .",3.0
"The king sent and freed him ; even the ruler of peoples , and let him go free .","Four tables were on this side , and four tables on that side , by the side of the gate ; eight tables , whereupon they killed the sacrifices .",1.6666666666666667
"David brought up his men who were with him , every man with his household . They lived in the cities of Hebron .","Lo , wild asses in the desert , they go forth to their work , seeking early for the prey : the wilderness them food for children .",2.333333333333333
Jehoahaz was twenty and three years old when he began to reign ; and he reigned three months in Jerusalem : and his mother 's name was Hamutal the daughter of Jeremiah of Libnah .,"For whatsoever things you have spoken in darkness , shall be published in the light : and that which you have spoken in the ear in the chambers , shall be preached on the housetops .",2.333333333333333
"The princes of Succoth said , `` Are the hands of Zebah and Zalmunna now in your hand , that we should give bread to your army ? ''","for it is God 's minister to thee for good . But if thou practisest evil , fear ; for it bears not the sword in vain ; for it is God 's minister , an avenger for wrath to him that does evil .",2.0
"The good man is gone from the earth , there is no one upright among men : they are all waiting secretly for blood , every man is going after his brother with a net .","Thy two breasts are like two fawns , twins of a gazelle ;",3.0
"When therefore ye see the abomination of desolation , which was spoken of through Daniel the prophet , standing in the holy place ( let him that readeth understand ) ,","And it hath come to pass afterwards , I do pour out My Spirit on all flesh , And prophesied have your sons and your daughters , Your old men do dream dreams , Your young men do see visions .",1.3333333333333333
"He restored the border of Israel from the entrance of Hamath unto the sea of the Arabah , according to the word of Jehovah , the God of Israel , which he spake by his servant Jonah the son of Amittai , the prophet , who was of Gath-hepher .","Neither shalt thou gather the bunches and grapes that fall down in thy vineyard , but shalt leave them to the poor and the strangers to take . I am the Lord your God .",2.6666666666666665
And the Philistines came and spread themselves in the valley of Rephaim .,"And it came to pass in the morning that Jonathan went out into the field , to the place agreed on with David , and a little lad with him .",2.333333333333333
"Then Horam king of Gezer came up to help Lachish ; and Joshua smote him and his people , until he had left him none remaining .","But if the itch spreads in the skin after his cleansing ,",1.6666666666666667
"The Jews therefore did not believe concerning him , that he had been blind , and had received his sight , until they called the parents of him who had received his sight ,","For you did n't receive the spirit of bondage again to fear , but you received the Spirit of adoption , by whom we cry , `` Abba ! Father ! ''",3.333333333333333
that in the ages to come he might show the exceeding riches of his grace in kindness toward us in Christ Jesus ;,"but whoever may blaspheme against the Holy Spirit never has forgiveness , but is subject to eternal condemnation . ''",2.333333333333333
"Being justified freely by his grace , through the redemption , that is in Christ Jesus ,",On him who has mercy you will have mercy ; to the upright you will be upright ;,2.333333333333333
